"","ohi_rgn","species","rgn_typ","rgn_nam","probability"
"4595",171,"Panulirus argus","eez","Brazil",0
"4596",221,"Panulirus argus","eez","Northern Saint-Martin",0
"4597",244,"Panulirus argus","eez","Curaçao",0
"4598",245,"Panulirus argus","eez","Bonaire",0
"4599",248,"Panulirus argus","eez","Saba",0
"4600",250,"Panulirus argus","eez","Aruba",0
"4601",266,"Panulirus argus","fao","Atlantic, Southwest",0
"4602",163,"Pandalus jordani","eez","United States",0.5
"4603",218,"Pandalus jordani","eez","Canada",0.5
"4604",163,"Pandalus jordani","eez","United States",0
"4605",218,"Pandalus jordani","eez","Canada",0
"4606",20,"Pandalus hypsinotus","eez","South Korea",0.5
"4607",21,"Pandalus hypsinotus","eez","North Korea",0.5
"4608",73,"Pandalus hypsinotus","eez","Russia",0.5
"4609",163,"Pandalus hypsinotus","eez","United States",0.5
"4610",209,"Pandalus hypsinotus","eez","China",0.5
"4611",210,"Pandalus hypsinotus","eez","Japan",0.5
"4612",218,"Pandalus hypsinotus","eez","Canada",0.5
"4613",272,"Pandalus hypsinotus","fao","Pacific, Northwest",0.5
"4614",273,"Pandalus hypsinotus","fao","Pacific, Northeast",0.5
"4615",20,"Pandalus hypsinotus","eez","South Korea",0
"4616",21,"Pandalus hypsinotus","eez","North Korea",0
"4617",73,"Pandalus hypsinotus","eez","Russia",0
"4618",163,"Pandalus hypsinotus","eez","United States",0
"4619",209,"Pandalus hypsinotus","eez","China",0
"4620",210,"Pandalus hypsinotus","eez","Japan",0
"4621",218,"Pandalus hypsinotus","eez","Canada",0
"4622",272,"Pandalus hypsinotus","fao","Pacific, Northwest",0
"4623",273,"Pandalus hypsinotus","fao","Pacific, Northeast",0
"4624",58,"Palinurus mauritanicus","eez","Canary Islands",0.5
"4625",61,"Palinurus mauritanicus","eez","Tunisia",0.5
"4626",62,"Palinurus mauritanicus","eez","Morocco",0.5
"4627",63,"Palinurus mauritanicus","eez","Western Sahara",0.5
"4628",64,"Palinurus mauritanicus","eez","Mauritania",0.5
"4629",66,"Palinurus mauritanicus","eez","Senegal",0.5
"4630",67,"Palinurus mauritanicus","eez","Libya",0.5
"4631",68,"Palinurus mauritanicus","eez","Malta",0.5
"4632",84,"Palinurus mauritanicus","eez","Algeria",0.5
"4633",179,"Palinurus mauritanicus","eez","France",0.5
"4634",180,"Palinurus mauritanicus","eez","United Kingdom",0.5
"4635",181,"Palinurus mauritanicus","eez","Ireland",0.5
"4636",182,"Palinurus mauritanicus","eez","Spain",0.5
"4637",183,"Palinurus mauritanicus","eez","Portugal",0.5
"4638",184,"Palinurus mauritanicus","eez","Italy",0.5
"4639",187,"Palinurus mauritanicus","eez","Croatia",0.5
"4640",58,"Palinurus mauritanicus","eez","Canary Islands",0
"4641",61,"Palinurus mauritanicus","eez","Tunisia",0
"4642",62,"Palinurus mauritanicus","eez","Morocco",0
"4643",63,"Palinurus mauritanicus","eez","Western Sahara",0
"4644",64,"Palinurus mauritanicus","eez","Mauritania",0
"4645",66,"Palinurus mauritanicus","eez","Senegal",0
"4646",67,"Palinurus mauritanicus","eez","Libya",0
"4647",68,"Palinurus mauritanicus","eez","Malta",0
"4648",84,"Palinurus mauritanicus","eez","Algeria",0
"4649",179,"Palinurus mauritanicus","eez","France",0
"4650",180,"Palinurus mauritanicus","eez","United Kingdom",0
"4651",181,"Palinurus mauritanicus","eez","Ireland",0
"4652",182,"Palinurus mauritanicus","eez","Spain",0
"4653",183,"Palinurus mauritanicus","eez","Portugal",0
"4654",184,"Palinurus mauritanicus","eez","Italy",0
"4655",187,"Palinurus mauritanicus","eez","Croatia",0
"4656",102,"Palinurus gilchristi","eez","South Africa",0.5
"4657",41,"Palinurus gilchristi","eez","Mozambique",0
"4658",42,"Palinurus gilchristi","eez","Madagascar",0
"4659",102,"Palinurus gilchristi","eez","South Africa",0
"4660",269,"Palinurus gilchristi","fao","Indian Ocean, Western",0
"4661",61,"Palinurus elephas","eez","Tunisia",0.5
"4662",62,"Palinurus elephas","eez","Morocco",0.5
"4663",67,"Palinurus elephas","eez","Libya",0.5
"4664",68,"Palinurus elephas","eez","Malta",0.5
"4665",76,"Palinurus elephas","eez","Turkey",0.5
"4666",80,"Palinurus elephas","eez","Greece",0.5
"4667",82,"Palinurus elephas","eez","Albania",0.5
"4668",84,"Palinurus elephas","eez","Algeria",0.5
"4669",141,"Palinurus elephas","eez","Faeroe Islands",0.5
"4670",175,"Palinurus elephas","eez","Denmark",0.5
"4671",176,"Palinurus elephas","eez","Germany",0.5
"4672",177,"Palinurus elephas","eez","Netherlands",0.5
"4673",179,"Palinurus elephas","eez","France",0.5
"4674",180,"Palinurus elephas","eez","United Kingdom",0.5
"4675",181,"Palinurus elephas","eez","Ireland",0.5
"4676",182,"Palinurus elephas","eez","Spain",0.5
"4677",183,"Palinurus elephas","eez","Portugal",0.5
"4678",184,"Palinurus elephas","eez","Italy",0.5
"4679",186,"Palinurus elephas","eez","Montenegro",0.5
"4680",187,"Palinurus elephas","eez","Croatia",0.5
"4681",188,"Palinurus elephas","eez","Slovenia",0.5
"4682",223,"Palinurus elephas","eez","Norway",0.5
"4683",228,"Palinurus elephas","eez","Guernsey",0.5
"4684",59,"Palinurus elephas","eez","Belgium",0
"4685",61,"Palinurus elephas","eez","Tunisia",0
"4686",62,"Palinurus elephas","eez","Morocco",0
"4687",67,"Palinurus elephas","eez","Libya",0
"4688",68,"Palinurus elephas","eez","Malta",0
"4689",76,"Palinurus elephas","eez","Turkey",0
"4690",80,"Palinurus elephas","eez","Greece",0
"4691",82,"Palinurus elephas","eez","Albania",0
"4692",84,"Palinurus elephas","eez","Algeria",0
"4693",141,"Palinurus elephas","eez","Faeroe Islands",0
"4694",175,"Palinurus elephas","eez","Denmark",0
"4695",176,"Palinurus elephas","eez","Germany",0
"4696",177,"Palinurus elephas","eez","Netherlands",0
"4697",179,"Palinurus elephas","eez","France",0
"4698",180,"Palinurus elephas","eez","United Kingdom",0
"4699",181,"Palinurus elephas","eez","Ireland",0
"4700",182,"Palinurus elephas","eez","Spain",0
"4701",183,"Palinurus elephas","eez","Portugal",0
"4702",184,"Palinurus elephas","eez","Italy",0
"4703",186,"Palinurus elephas","eez","Montenegro",0
"4704",187,"Palinurus elephas","eez","Croatia",0
"4705",188,"Palinurus elephas","eez","Slovenia",0
"4706",214,"Palinurus elephas","eez","Egypt",0
"4707",223,"Palinurus elephas","eez","Norway",0
"4708",228,"Palinurus elephas","eez","Guernsey",0
"4709",55,"Palaemon serratus","eez","Azores",0.5
"4710",59,"Palaemon serratus","eez","Belgium",0.5
"4711",61,"Palaemon serratus","eez","Tunisia",0.5
"4712",62,"Palaemon serratus","eez","Morocco",0.5
"4713",63,"Palaemon serratus","eez","Western Sahara",0.5
"4714",76,"Palaemon serratus","eez","Turkey",0.5
"4715",80,"Palaemon serratus","eez","Greece",0.5
"4716",84,"Palaemon serratus","eez","Algeria",0.5
"4717",143,"Palaemon serratus","eez","Iceland",0.5
"4718",175,"Palaemon serratus","eez","Denmark",0.5
"4719",176,"Palaemon serratus","eez","Germany",0.5
"4720",177,"Palaemon serratus","eez","Netherlands",0.5
"4721",179,"Palaemon serratus","eez","France",0.5
"4722",180,"Palaemon serratus","eez","United Kingdom",0.5
"4723",181,"Palaemon serratus","eez","Ireland",0.5
"4724",182,"Palaemon serratus","eez","Spain",0.5
"4725",183,"Palaemon serratus","eez","Portugal",0.5
"4726",184,"Palaemon serratus","eez","Italy",0.5
"4727",187,"Palaemon serratus","eez","Croatia",0.5
"4728",188,"Palaemon serratus","eez","Slovenia",0.5
"4729",222,"Palaemon serratus","eez","Sweden",0.5
"4730",223,"Palaemon serratus","eez","Norway",0.5
"4731",228,"Palaemon serratus","eez","Guernsey",0.5
"4732",262,"Palaemon serratus","fao","Atlantic, Northeast",0.5
"4733",55,"Palaemon serratus","eez","Azores",0
"4734",57,"Palaemon serratus","eez","Madeira",0
"4735",58,"Palaemon serratus","eez","Canary Islands",0
"4736",59,"Palaemon serratus","eez","Belgium",0
"4737",61,"Palaemon serratus","eez","Tunisia",0
"4738",62,"Palaemon serratus","eez","Morocco",0
"4739",63,"Palaemon serratus","eez","Western Sahara",0
"4740",64,"Palaemon serratus","eez","Mauritania",0
"4741",67,"Palaemon serratus","eez","Libya",0
"4742",68,"Palaemon serratus","eez","Malta",0
"4743",76,"Palaemon serratus","eez","Turkey",0
"4744",80,"Palaemon serratus","eez","Greece",0
"4745",82,"Palaemon serratus","eez","Albania",0
"4746",84,"Palaemon serratus","eez","Algeria",0
"4747",141,"Palaemon serratus","eez","Faeroe Islands",0
"4748",143,"Palaemon serratus","eez","Iceland",0
"4749",175,"Palaemon serratus","eez","Denmark",0
"4750",176,"Palaemon serratus","eez","Germany",0
"4751",177,"Palaemon serratus","eez","Netherlands",0
"4752",179,"Palaemon serratus","eez","France",0
"4753",180,"Palaemon serratus","eez","United Kingdom",0
"4754",181,"Palaemon serratus","eez","Ireland",0
"4755",182,"Palaemon serratus","eez","Spain",0
"4756",183,"Palaemon serratus","eez","Portugal",0
"4757",184,"Palaemon serratus","eez","Italy",0
"4758",186,"Palaemon serratus","eez","Montenegro",0
"4759",187,"Palaemon serratus","eez","Croatia",0
"4760",188,"Palaemon serratus","eez","Slovenia",0
"4761",214,"Palaemon serratus","eez","Egypt",0
"4762",222,"Palaemon serratus","eez","Sweden",0
"4763",223,"Palaemon serratus","eez","Norway",0
"4764",228,"Palaemon serratus","eez","Guernsey",0
"4765",262,"Palaemon serratus","fao","Atlantic, Northeast",0
"4766",61,"Ostrea edulis","eez","Tunisia",0.5
"4767",62,"Ostrea edulis","eez","Morocco",0.5
"4768",76,"Ostrea edulis","eez","Turkey",0.5
"4769",80,"Ostrea edulis","eez","Greece",0.5
"4770",82,"Ostrea edulis","eez","Albania",0.5
"4771",84,"Ostrea edulis","eez","Algeria",0.5
"4772",141,"Ostrea edulis","eez","Faeroe Islands",0.5
"4773",175,"Ostrea edulis","eez","Denmark",0.5
"4774",179,"Ostrea edulis","eez","France",0.5
"4775",180,"Ostrea edulis","eez","United Kingdom",0.5
"4776",181,"Ostrea edulis","eez","Ireland",0.5
"4777",182,"Ostrea edulis","eez","Spain",0.5
"4778",183,"Ostrea edulis","eez","Portugal",0.5
"4779",184,"Ostrea edulis","eez","Italy",0.5
"4780",186,"Ostrea edulis","eez","Montenegro",0.5
"4781",187,"Ostrea edulis","eez","Croatia",0.5
"4782",188,"Ostrea edulis","eez","Slovenia",0.5
"4783",222,"Ostrea edulis","eez","Sweden",0.5
"4784",223,"Ostrea edulis","eez","Norway",0.5
"4785",228,"Ostrea edulis","eez","Guernsey",0.5
"4786",262,"Ostrea edulis","fao","Atlantic, Northeast",0.5
"4787",59,"Ostrea edulis","eez","Belgium",0
"4788",61,"Ostrea edulis","eez","Tunisia",0
"4789",62,"Ostrea edulis","eez","Morocco",0
"4790",67,"Ostrea edulis","eez","Libya",0
"4791",68,"Ostrea edulis","eez","Malta",0
"4792",71,"Ostrea edulis","eez","Bulgaria",0
"4793",72,"Ostrea edulis","eez","Romania",0
"4794",73,"Ostrea edulis","eez","Russia",0
"4795",74,"Ostrea edulis","eez","Georgia",0
"4796",75,"Ostrea edulis","eez","Ukraine",0
"4797",76,"Ostrea edulis","eez","Turkey",0
"4798",77,"Ostrea edulis","eez","Syria",0
"4799",78,"Ostrea edulis","eez","Lebanon",0
"4800",79,"Ostrea edulis","eez","Israel",0
"4801",80,"Ostrea edulis","eez","Greece",0
"4802",81,"Ostrea edulis","eez","Cyprus",0
"4803",82,"Ostrea edulis","eez","Albania",0
"4804",84,"Ostrea edulis","eez","Algeria",0
"4805",141,"Ostrea edulis","eez","Faeroe Islands",0
"4806",143,"Ostrea edulis","eez","Iceland",0
"4807",175,"Ostrea edulis","eez","Denmark",0
"4808",176,"Ostrea edulis","eez","Germany",0
"4809",177,"Ostrea edulis","eez","Netherlands",0
"4810",179,"Ostrea edulis","eez","France",0
"4811",180,"Ostrea edulis","eez","United Kingdom",0
"4812",181,"Ostrea edulis","eez","Ireland",0
"4813",182,"Ostrea edulis","eez","Spain",0
"4814",183,"Ostrea edulis","eez","Portugal",0
"4815",184,"Ostrea edulis","eez","Italy",0
"4816",186,"Ostrea edulis","eez","Montenegro",0
"4817",187,"Ostrea edulis","eez","Croatia",0
"4818",188,"Ostrea edulis","eez","Slovenia",0
"4819",214,"Ostrea edulis","eez","Egypt",0
"4820",222,"Ostrea edulis","eez","Sweden",0
"4821",223,"Ostrea edulis","eez","Norway",0
"4822",228,"Ostrea edulis","eez","Guernsey",0
"4823",262,"Ostrea edulis","fao","Atlantic, Northeast",0
"4824",2,"Octopus vulgaris","eez","Christmas Island",0.5
"4825",8,"Octopus vulgaris","eez","Palau",0.5
"4826",14,"Octopus vulgaris","eez","Taiwan",0.5
"4827",15,"Octopus vulgaris","eez","Philippines",0.5
"4828",16,"Octopus vulgaris","eez","Australia",0.5
"4829",17,"Octopus vulgaris","eez","Papua New Guinea",0.5
"4830",20,"Octopus vulgaris","eez","South Korea",0.5
"4831",21,"Octopus vulgaris","eez","North Korea",0.5
"4832",24,"Octopus vulgaris","eez","Cambodia",0.5
"4833",25,"Octopus vulgaris","eez","Thailand",0.5
"4834",26,"Octopus vulgaris","eez","Andaman and Nicobar",0.5
"4835",28,"Octopus vulgaris","eez","Comoro Islands",0.5
"4836",29,"Octopus vulgaris","eez","Mayotte",0.5
"4837",30,"Octopus vulgaris","eez","Glorioso Islands",0.5
"4838",31,"Octopus vulgaris","eez","Seychelles",0.5
"4839",33,"Octopus vulgaris","eez","Juan de Nova Island",0.5
"4840",34,"Octopus vulgaris","eez","Bassas da India",0.5
"4841",35,"Octopus vulgaris","eez","Ile Europa",0.5
"4842",37,"Octopus vulgaris","eez","Mauritius",0.5
"4843",38,"Octopus vulgaris","eez","British Indian Ocean Territory",0.5
"4844",39,"Octopus vulgaris","eez","Maldives",0.5
"4845",40,"Octopus vulgaris","eez","Sri Lanka",0.5
"4846",41,"Octopus vulgaris","eez","Mozambique",0.5
"4847",42,"Octopus vulgaris","eez","Madagascar",0.5
"4848",43,"Octopus vulgaris","eez","Kenya",0.5
"4849",44,"Octopus vulgaris","eez","Somalia",0.5
"4850",45,"Octopus vulgaris","eez","Eritrea",0.5
"4851",46,"Octopus vulgaris","eez","Djibouti",0.5
"4852",47,"Octopus vulgaris","eez","Yemen",0.5
"4853",48,"Octopus vulgaris","eez","Oman",0.5
"4854",49,"Octopus vulgaris","eez","Sudan",0.5
"4855",50,"Octopus vulgaris","eez","Saudi Arabia",0.5
"4856",53,"Octopus vulgaris","eez","Pakistan",0.5
"4857",54,"Octopus vulgaris","eez","United Arab Emirates",0.5
"4858",55,"Octopus vulgaris","eez","Azores",0.5
"4859",56,"Octopus vulgaris","eez","Cape Verde",0.5
"4860",57,"Octopus vulgaris","eez","Madeira",0.5
"4861",58,"Octopus vulgaris","eez","Canary Islands",0.5
"4862",59,"Octopus vulgaris","eez","Belgium",0.5
"4863",61,"Octopus vulgaris","eez","Tunisia",0.5
"4864",62,"Octopus vulgaris","eez","Morocco",0.5
"4865",63,"Octopus vulgaris","eez","Western Sahara",0.5
"4866",64,"Octopus vulgaris","eez","Mauritania",0.5
"4867",65,"Octopus vulgaris","eez","Gambia",0.5
"4868",66,"Octopus vulgaris","eez","Senegal",0.5
"4869",67,"Octopus vulgaris","eez","Libya",0.5
"4870",68,"Octopus vulgaris","eez","Malta",0.5
"4871",73,"Octopus vulgaris","eez","Russia",0.5
"4872",76,"Octopus vulgaris","eez","Turkey",0.5
"4873",80,"Octopus vulgaris","eez","Greece",0.5
"4874",82,"Octopus vulgaris","eez","Albania",0.5
"4875",84,"Octopus vulgaris","eez","Algeria",0.5
"4876",85,"Octopus vulgaris","eez","Ascension",0.5
"4877",86,"Octopus vulgaris","eez","Saint Helena",0.5
"4878",88,"Octopus vulgaris","eez","Tristan da Cunha",0.5
"4879",92,"Octopus vulgaris","eez","Amsterdam Island and Saint Paul Island",0.5
"4880",96,"Octopus vulgaris","eez","Sierra Leone",0.5
"4881",97,"Octopus vulgaris","eez","Liberia",0.5
"4882",98,"Octopus vulgaris","eez","Togo",0.5
"4883",99,"Octopus vulgaris","eez","Benin",0.5
"4884",101,"Octopus vulgaris","eez","Namibia",0.5
"4885",102,"Octopus vulgaris","eez","South Africa",0.5
"4886",103,"Octopus vulgaris","eez","Sao Tome and Principe",0.5
"4887",104,"Octopus vulgaris","eez","Equatorial Guinea",0.5
"4888",106,"Octopus vulgaris","eez","Ghana",0.5
"4889",108,"Octopus vulgaris","eez","Bermuda",0.5
"4890",110,"Octopus vulgaris","eez","Bahamas",0.5
"4891",111,"Octopus vulgaris","eez","Turks and Caicos Islands",0.5
"4892",112,"Octopus vulgaris","eez","Cuba",0.5
"4893",113,"Octopus vulgaris","eez","Cayman Islands",0.5
"4894",114,"Octopus vulgaris","eez","Haiti",0.5
"4895",115,"Octopus vulgaris","eez","Dominican Republic",0.5
"4896",116,"Octopus vulgaris","eez","Puerto Rico and Virgin Islands of the United States",0.5
"4897",117,"Octopus vulgaris","eez","British Virgin Islands",0.5
"4898",118,"Octopus vulgaris","eez","Anguilla",0.5
"4899",119,"Octopus vulgaris","eez","Saint Kitts and Nevis",0.5
"4900",120,"Octopus vulgaris","eez","Antigua and Barbuda",0.5
"4901",121,"Octopus vulgaris","eez","Montserrat",0.5
"4902",122,"Octopus vulgaris","eez","Saint Lucia",0.5
"4903",123,"Octopus vulgaris","eez","Dominica",0.5
"4904",124,"Octopus vulgaris","eez","Barbados",0.5
"4905",125,"Octopus vulgaris","eez","Grenada",0.5
"4906",126,"Octopus vulgaris","eez","Trinidad and Tobago",0.5
"4907",127,"Octopus vulgaris","eez","Saint Vincent and the Grenadines",0.5
"4908",129,"Octopus vulgaris","eez","Panama",0.5
"4909",130,"Octopus vulgaris","eez","Costa Rica",0.5
"4910",131,"Octopus vulgaris","eez","Nicaragua",0.5
"4911",132,"Octopus vulgaris","eez","Colombia",0.5
"4912",133,"Octopus vulgaris","eez","Honduras",0.5
"4913",134,"Octopus vulgaris","eez","El Salvador",0.5
"4914",135,"Octopus vulgaris","eez","Mexico",0.5
"4915",136,"Octopus vulgaris","eez","Guatemala",0.5
"4916",137,"Octopus vulgaris","eez","Ecuador",0.5
"4917",138,"Octopus vulgaris","eez","Peru",0.5
"4918",139,"Octopus vulgaris","eez","Venezuela",0.5
"4919",140,"Octopus vulgaris","eez","Guadeloupe and Martinique",0.5
"4920",163,"Octopus vulgaris","eez","United States",0.5
"4921",164,"Octopus vulgaris","eez","Belize",0.5
"4922",166,"Octopus vulgaris","eez","Jamaica",0.5
"4923",167,"Octopus vulgaris","eez","Guyana",0.5
"4924",168,"Octopus vulgaris","eez","Suriname",0.5
"4925",169,"Octopus vulgaris","eez","French Guiana",0.5
"4926",171,"Octopus vulgaris","eez","Brazil",0.5
"4927",172,"Octopus vulgaris","eez","Argentina",0.5
"4928",173,"Octopus vulgaris","eez","Uruguay",0.5
"4929",175,"Octopus vulgaris","eez","Denmark",0.5
"4930",176,"Octopus vulgaris","eez","Germany",0.5
"4931",177,"Octopus vulgaris","eez","Netherlands",0.5
"4932",179,"Octopus vulgaris","eez","France",0.5
"4933",180,"Octopus vulgaris","eez","United Kingdom",0.5
"4934",181,"Octopus vulgaris","eez","Ireland",0.5
"4935",182,"Octopus vulgaris","eez","Spain",0.5
"4936",183,"Octopus vulgaris","eez","Portugal",0.5
"4937",184,"Octopus vulgaris","eez","Italy",0.5
"4938",186,"Octopus vulgaris","eez","Montenegro",0.5
"4939",187,"Octopus vulgaris","eez","Croatia",0.5
"4940",188,"Octopus vulgaris","eez","Slovenia",0.5
"4941",191,"Octopus vulgaris","eez","Iran",0.5
"4942",193,"Octopus vulgaris","eez","Guinea Bissau",0.5
"4943",194,"Octopus vulgaris","eez","Guinea",0.5
"4944",195,"Octopus vulgaris","eez","Ivory Coast",0.5
"4945",196,"Octopus vulgaris","eez","Nigeria",0.5
"4946",197,"Octopus vulgaris","eez","Cameroon",0.5
"4947",198,"Octopus vulgaris","eez","Gabon",0.5
"4948",200,"Octopus vulgaris","eez","Angola",0.5
"4949",202,"Octopus vulgaris","eez","Tanzania",0.5
"4950",203,"Octopus vulgaris","eez","India",0.5
"4951",205,"Octopus vulgaris","eez","Myanmar",0.5
"4952",206,"Octopus vulgaris","eez","Malaysia",0.5
"4953",207,"Octopus vulgaris","eez","Vietnam",0.5
"4954",209,"Octopus vulgaris","eez","China",0.5
"4955",210,"Octopus vulgaris","eez","Japan",0.5
"4956",216,"Octopus vulgaris","eez","Indonesia",0.5
"4957",218,"Octopus vulgaris","eez","Canada",0.5
"4958",221,"Octopus vulgaris","eez","Northern Saint-Martin",0.5
"4959",223,"Octopus vulgaris","eez","Norway",0.5
"4960",224,"Octopus vulgaris","eez","Chile",0.5
"4961",228,"Octopus vulgaris","eez","Guernsey",0.5
"4962",231,"Octopus vulgaris","eez","East Timor",0.5
"4963",237,"Octopus vulgaris","eez","Oecussi Ambeno",0.5
"4964",244,"Octopus vulgaris","eez","Curaçao",0.5
"4965",245,"Octopus vulgaris","eez","Bonaire",0.5
"4966",247,"Octopus vulgaris","eez","Brunei",0.5
"4967",248,"Octopus vulgaris","eez","Saba",0.5
"4968",250,"Octopus vulgaris","eez","Aruba",0.5
"4969",261,"Octopus vulgaris","fao","Atlantic, Northwest",0.5
"4970",262,"Octopus vulgaris","fao","Atlantic, Northeast",0.5
"4971",264,"Octopus vulgaris","fao","Atlantic, Eastern Central",0.5
"4972",267,"Octopus vulgaris","fao","Atlantic, Southeast",0.5
"4973",269,"Octopus vulgaris","fao","Indian Ocean, Western",0.5
"4974",1,"Octopus vulgaris","eez","Cocos Islands",0
"4975",2,"Octopus vulgaris","eez","Christmas Island",0
"4976",8,"Octopus vulgaris","eez","Palau",0
"4977",9,"Octopus vulgaris","eez","Micronesia",0
"4978",13,"Octopus vulgaris","eez","Northern Mariana Islands and Guam",0
"4979",14,"Octopus vulgaris","eez","Taiwan",0
"4980",15,"Octopus vulgaris","eez","Philippines",0
"4981",16,"Octopus vulgaris","eez","Australia",0
"4982",17,"Octopus vulgaris","eez","Papua New Guinea",0
"4983",20,"Octopus vulgaris","eez","South Korea",0
"4984",21,"Octopus vulgaris","eez","North Korea",0
"4985",24,"Octopus vulgaris","eez","Cambodia",0
"4986",25,"Octopus vulgaris","eez","Thailand",0
"4987",26,"Octopus vulgaris","eez","Andaman and Nicobar",0
"4988",28,"Octopus vulgaris","eez","Comoro Islands",0
"4989",29,"Octopus vulgaris","eez","Mayotte",0
"4990",30,"Octopus vulgaris","eez","Glorioso Islands",0
"4991",31,"Octopus vulgaris","eez","Seychelles",0
"4992",32,"Octopus vulgaris","eez","R_union",0
"4993",33,"Octopus vulgaris","eez","Juan de Nova Island",0
"4994",34,"Octopus vulgaris","eez","Bassas da India",0
"4995",35,"Octopus vulgaris","eez","Ile Europa",0
"4996",36,"Octopus vulgaris","eez","Ile Tromelin",0
"4997",37,"Octopus vulgaris","eez","Mauritius",0
"4998",38,"Octopus vulgaris","eez","British Indian Ocean Territory",0
"4999",39,"Octopus vulgaris","eez","Maldives",0
"5000",40,"Octopus vulgaris","eez","Sri Lanka",0
"5001",41,"Octopus vulgaris","eez","Mozambique",0
"5002",42,"Octopus vulgaris","eez","Madagascar",0
"5003",43,"Octopus vulgaris","eez","Kenya",0
"5004",44,"Octopus vulgaris","eez","Somalia",0
"5005",45,"Octopus vulgaris","eez","Eritrea",0
"5006",46,"Octopus vulgaris","eez","Djibouti",0
"5007",47,"Octopus vulgaris","eez","Yemen",0
"5008",48,"Octopus vulgaris","eez","Oman",0
"5009",49,"Octopus vulgaris","eez","Sudan",0
"5010",50,"Octopus vulgaris","eez","Saudi Arabia",0
"5011",51,"Octopus vulgaris","eez","Kuwait",0
"5012",52,"Octopus vulgaris","eez","Bahrain",0
"5013",53,"Octopus vulgaris","eez","Pakistan",0
"5014",54,"Octopus vulgaris","eez","United Arab Emirates",0
"5015",55,"Octopus vulgaris","eez","Azores",0
"5016",56,"Octopus vulgaris","eez","Cape Verde",0
"5017",57,"Octopus vulgaris","eez","Madeira",0
"5018",58,"Octopus vulgaris","eez","Canary Islands",0
"5019",59,"Octopus vulgaris","eez","Belgium",0
"5020",61,"Octopus vulgaris","eez","Tunisia",0
"5021",62,"Octopus vulgaris","eez","Morocco",0
"5022",63,"Octopus vulgaris","eez","Western Sahara",0
"5023",64,"Octopus vulgaris","eez","Mauritania",0
"5024",65,"Octopus vulgaris","eez","Gambia",0
"5025",66,"Octopus vulgaris","eez","Senegal",0
"5026",67,"Octopus vulgaris","eez","Libya",0
"5027",68,"Octopus vulgaris","eez","Malta",0
"5028",73,"Octopus vulgaris","eez","Russia",0
"5029",76,"Octopus vulgaris","eez","Turkey",0
"5030",77,"Octopus vulgaris","eez","Syria",0
"5031",78,"Octopus vulgaris","eez","Lebanon",0
"5032",79,"Octopus vulgaris","eez","Israel",0
"5033",80,"Octopus vulgaris","eez","Greece",0
"5034",81,"Octopus vulgaris","eez","Cyprus",0
"5035",82,"Octopus vulgaris","eez","Albania",0
"5036",84,"Octopus vulgaris","eez","Algeria",0
"5037",85,"Octopus vulgaris","eez","Ascension",0
"5038",86,"Octopus vulgaris","eez","Saint Helena",0
"5039",88,"Octopus vulgaris","eez","Tristan da Cunha",0
"5040",92,"Octopus vulgaris","eez","Amsterdam Island and Saint Paul Island",0
"5041",96,"Octopus vulgaris","eez","Sierra Leone",0
"5042",97,"Octopus vulgaris","eez","Liberia",0
"5043",98,"Octopus vulgaris","eez","Togo",0
"5044",99,"Octopus vulgaris","eez","Benin",0
"5045",100,"Octopus vulgaris","eez","R_publique du Congo",0
"5046",101,"Octopus vulgaris","eez","Namibia",0
"5047",102,"Octopus vulgaris","eez","South Africa",0
"5048",103,"Octopus vulgaris","eez","Sao Tome and Principe",0
"5049",104,"Octopus vulgaris","eez","Equatorial Guinea",0
"5050",106,"Octopus vulgaris","eez","Ghana",0
"5051",108,"Octopus vulgaris","eez","Bermuda",0
"5052",110,"Octopus vulgaris","eez","Bahamas",0
"5053",111,"Octopus vulgaris","eez","Turks and Caicos Islands",0
"5054",112,"Octopus vulgaris","eez","Cuba",0
"5055",113,"Octopus vulgaris","eez","Cayman Islands",0
"5056",114,"Octopus vulgaris","eez","Haiti",0
"5057",115,"Octopus vulgaris","eez","Dominican Republic",0
"5058",116,"Octopus vulgaris","eez","Puerto Rico and Virgin Islands of the United States",0
"5059",117,"Octopus vulgaris","eez","British Virgin Islands",0
"5060",118,"Octopus vulgaris","eez","Anguilla",0
"5061",119,"Octopus vulgaris","eez","Saint Kitts and Nevis",0
"5062",120,"Octopus vulgaris","eez","Antigua and Barbuda",0
"5063",121,"Octopus vulgaris","eez","Montserrat",0
"5064",122,"Octopus vulgaris","eez","Saint Lucia",0
"5065",123,"Octopus vulgaris","eez","Dominica",0
"5066",124,"Octopus vulgaris","eez","Barbados",0
"5067",125,"Octopus vulgaris","eez","Grenada",0
"5068",126,"Octopus vulgaris","eez","Trinidad and Tobago",0
"5069",127,"Octopus vulgaris","eez","Saint Vincent and the Grenadines",0
"5070",129,"Octopus vulgaris","eez","Panama",0
"5071",130,"Octopus vulgaris","eez","Costa Rica",0
"5072",131,"Octopus vulgaris","eez","Nicaragua",0
"5073",132,"Octopus vulgaris","eez","Colombia",0
"5074",133,"Octopus vulgaris","eez","Honduras",0
"5075",134,"Octopus vulgaris","eez","El Salvador",0
"5076",135,"Octopus vulgaris","eez","Mexico",0
"5077",136,"Octopus vulgaris","eez","Guatemala",0
"5078",137,"Octopus vulgaris","eez","Ecuador",0
"5079",138,"Octopus vulgaris","eez","Peru",0
