"","ohi_rgn","species","rgn_typ","rgn_nam","probability","FAOarea"
"40602",55,"Lichia amia","eez","Azores",0.5,NA
"40603",56,"Lichia amia","eez","Cape Verde",0.5,NA
"40604",57,"Lichia amia","eez","Madeira",0.5,NA
"40605",58,"Lichia amia","eez","Canary Islands",0.5,NA
"40606",61,"Lichia amia","eez","Tunisia",0.5,NA
"40607",62,"Lichia amia","eez","Morocco",0.5,NA
"40608",63,"Lichia amia","eez","Western Sahara",0.5,NA
"40609",64,"Lichia amia","eez","Mauritania",0.5,NA
"40610",65,"Lichia amia","eez","Gambia",0.5,NA
"40611",66,"Lichia amia","eez","Senegal",0.5,NA
"40612",67,"Lichia amia","eez","Libya",0.5,NA
"40613",68,"Lichia amia","eez","Malta",0.5,NA
"40614",71,"Lichia amia","eez","Bulgaria",0.5,NA
"40615",72,"Lichia amia","eez","Romania",0.5,NA
"40616",75,"Lichia amia","eez","Ukraine",0.5,NA
"40617",76,"Lichia amia","eez","Turkey",0.5,NA
"40618",77,"Lichia amia","eez","Syria",0.5,NA
"40619",78,"Lichia amia","eez","Lebanon",0.5,NA
"40620",79,"Lichia amia","eez","Israel",0.5,NA
"40621",80,"Lichia amia","eez","Greece",0.5,NA
"40622",81,"Lichia amia","eez","Cyprus",0.5,NA
"40623",82,"Lichia amia","eez","Albania",0.5,NA
"40624",84,"Lichia amia","eez","Algeria",0.5,NA
"40625",85,"Lichia amia","eez","Ascension",0.5,NA
"40626",86,"Lichia amia","eez","Saint Helena",0.5,NA
"40627",96,"Lichia amia","eez","Sierra Leone",0.5,NA
"40628",97,"Lichia amia","eez","Liberia",0.5,NA
"40629",98,"Lichia amia","eez","Togo",0.5,NA
"40630",99,"Lichia amia","eez","Benin",0.5,NA
"40631",100,"Lichia amia","eez","R_publique du Congo",0.5,NA
"40632",101,"Lichia amia","eez","Namibia",0.5,NA
"40633",102,"Lichia amia","eez","South Africa",0.5,NA
"40634",103,"Lichia amia","eez","Sao Tome and Principe",0.5,NA
"40635",104,"Lichia amia","eez","Equatorial Guinea",0.5,NA
"40636",106,"Lichia amia","eez","Ghana",0.5,NA
"40637",179,"Lichia amia","eez","France",0.5,NA
"40638",182,"Lichia amia","eez","Spain",0.5,NA
"40639",183,"Lichia amia","eez","Portugal",0.5,NA
"40640",184,"Lichia amia","eez","Italy",0.5,NA
"40641",186,"Lichia amia","eez","Montenegro",0.5,NA
"40642",187,"Lichia amia","eez","Croatia",0.5,NA
"40643",188,"Lichia amia","eez","Slovenia",0.5,NA
"40644",190,"Lichia amia","eez","Qatar",0.5,NA
"40645",191,"Lichia amia","eez","Iran",0.5,NA
"40646",193,"Lichia amia","eez","Guinea Bissau",0.5,NA
"40647",194,"Lichia amia","eez","Guinea",0.5,NA
"40648",195,"Lichia amia","eez","Ivory Coast",0.5,NA
"40649",196,"Lichia amia","eez","Nigeria",0.5,NA
"40650",197,"Lichia amia","eez","Cameroon",0.5,NA
"40651",198,"Lichia amia","eez","Gabon",0.5,NA
"40652",199,"Lichia amia","eez","Democratic Republic of the Congo",0.5,NA
"40653",200,"Lichia amia","eez","Angola",0.5,NA
"40654",202,"Lichia amia","eez","Tanzania",0.5,NA
"40655",203,"Lichia amia","eez","India",0.5,NA
"40656",214,"Lichia amia","eez","Egypt",0.5,NA
"40657",267,"Lichia amia","fao","Atlantic, Southeast",0.5,47
"40658",269,"Lichia amia","fao","Indian Ocean, Western",0.5,51
"40659",28,"Lichia amia","eez","Comoro Islands",0,NA
"40660",29,"Lichia amia","eez","Mayotte",0,NA
"40661",30,"Lichia amia","eez","Glorioso Islands",0,NA
"40662",31,"Lichia amia","eez","Seychelles",0,NA
"40663",33,"Lichia amia","eez","Juan de Nova Island",0,NA
"40664",34,"Lichia amia","eez","Bassas da India",0,NA
"40665",35,"Lichia amia","eez","Ile Europa",0,NA
"40666",37,"Lichia amia","eez","Mauritius",0,NA
"40667",38,"Lichia amia","eez","British Indian Ocean Territory",0,NA
"40668",39,"Lichia amia","eez","Maldives",0,NA
"40669",41,"Lichia amia","eez","Mozambique",0,NA
"40670",42,"Lichia amia","eez","Madagascar",0,NA
"40671",43,"Lichia amia","eez","Kenya",0,NA
"40672",44,"Lichia amia","eez","Somalia",0,NA
"40673",45,"Lichia amia","eez","Eritrea",0,NA
"40674",46,"Lichia amia","eez","Djibouti",0,NA
"40675",47,"Lichia amia","eez","Yemen",0,NA
"40676",48,"Lichia amia","eez","Oman",0,NA
"40677",49,"Lichia amia","eez","Sudan",0,NA
"40678",50,"Lichia amia","eez","Saudi Arabia",0,NA
"40679",51,"Lichia amia","eez","Kuwait",0,NA
"40680",53,"Lichia amia","eez","Pakistan",0,NA
"40681",54,"Lichia amia","eez","United Arab Emirates",0,NA
"40682",55,"Lichia amia","eez","Azores",0,NA
"40683",56,"Lichia amia","eez","Cape Verde",0,NA
"40684",57,"Lichia amia","eez","Madeira",0,NA
"40685",58,"Lichia amia","eez","Canary Islands",0,NA
"40686",61,"Lichia amia","eez","Tunisia",0,NA
"40687",62,"Lichia amia","eez","Morocco",0,NA
"40688",63,"Lichia amia","eez","Western Sahara",0,NA
"40689",64,"Lichia amia","eez","Mauritania",0,NA
"40690",65,"Lichia amia","eez","Gambia",0,NA
"40691",66,"Lichia amia","eez","Senegal",0,NA
"40692",67,"Lichia amia","eez","Libya",0,NA
"40693",68,"Lichia amia","eez","Malta",0,NA
"40694",71,"Lichia amia","eez","Bulgaria",0,NA
"40695",72,"Lichia amia","eez","Romania",0,NA
"40696",75,"Lichia amia","eez","Ukraine",0,NA
"40697",76,"Lichia amia","eez","Turkey",0,NA
"40698",77,"Lichia amia","eez","Syria",0,NA
"40699",78,"Lichia amia","eez","Lebanon",0,NA
"40700",79,"Lichia amia","eez","Israel",0,NA
"40701",80,"Lichia amia","eez","Greece",0,NA
"40702",81,"Lichia amia","eez","Cyprus",0,NA
"40703",82,"Lichia amia","eez","Albania",0,NA
"40704",84,"Lichia amia","eez","Algeria",0,NA
"40705",85,"Lichia amia","eez","Ascension",0,NA
"40706",86,"Lichia amia","eez","Saint Helena",0,NA
"40707",96,"Lichia amia","eez","Sierra Leone",0,NA
"40708",97,"Lichia amia","eez","Liberia",0,NA
"40709",98,"Lichia amia","eez","Togo",0,NA
"40710",99,"Lichia amia","eez","Benin",0,NA
"40711",100,"Lichia amia","eez","R_publique du Congo",0,NA
"40712",101,"Lichia amia","eez","Namibia",0,NA
"40713",102,"Lichia amia","eez","South Africa",0,NA
"40714",103,"Lichia amia","eez","Sao Tome and Principe",0,NA
"40715",104,"Lichia amia","eez","Equatorial Guinea",0,NA
"40716",106,"Lichia amia","eez","Ghana",0,NA
"40717",179,"Lichia amia","eez","France",0,NA
"40718",182,"Lichia amia","eez","Spain",0,NA
"40719",183,"Lichia amia","eez","Portugal",0,NA
"40720",184,"Lichia amia","eez","Italy",0,NA
"40721",186,"Lichia amia","eez","Montenegro",0,NA
"40722",187,"Lichia amia","eez","Croatia",0,NA
"40723",188,"Lichia amia","eez","Slovenia",0,NA
"40724",190,"Lichia amia","eez","Qatar",0,NA
"40725",191,"Lichia amia","eez","Iran",0,NA
"40726",193,"Lichia amia","eez","Guinea Bissau",0,NA
"40727",194,"Lichia amia","eez","Guinea",0,NA
"40728",195,"Lichia amia","eez","Ivory Coast",0,NA
"40729",196,"Lichia amia","eez","Nigeria",0,NA
"40730",197,"Lichia amia","eez","Cameroon",0,NA
"40731",198,"Lichia amia","eez","Gabon",0,NA
"40732",199,"Lichia amia","eez","Democratic Republic of the Congo",0,NA
"40733",200,"Lichia amia","eez","Angola",0,NA
"40734",202,"Lichia amia","eez","Tanzania",0,NA
"40735",203,"Lichia amia","eez","India",0,NA
"40736",214,"Lichia amia","eez","Egypt",0,NA
"40737",267,"Lichia amia","fao","Atlantic, Southeast",0,47
"40738",269,"Lichia amia","fao","Indian Ocean, Western",0,51
"40739",1,"Lethrinus xanthochilus","eez","Cocos Islands",0.5,NA
"40740",2,"Lethrinus xanthochilus","eez","Christmas Island",0.5,NA
"40741",5,"Lethrinus xanthochilus","eez","New Caledonia",0.5,NA
"40742",6,"Lethrinus xanthochilus","eez","Vanuatu",0.5,NA
"40743",7,"Lethrinus xanthochilus","eez","Solomon Islands",0.5,NA
"40744",8,"Lethrinus xanthochilus","eez","Palau",0.5,NA
"40745",9,"Lethrinus xanthochilus","eez","Micronesia",0.5,NA
"40746",10,"Lethrinus xanthochilus","eez","Nauru",0.5,NA
"40747",11,"Lethrinus xanthochilus","eez","Marshall Islands",0.5,NA
"40748",12,"Lethrinus xanthochilus","eez","Wake Island",0.5,NA
"40749",13,"Lethrinus xanthochilus","eez","Northern Mariana Islands and Guam",0.5,NA
"40750",14,"Lethrinus xanthochilus","eez","Taiwan",0.5,NA
"40751",15,"Lethrinus xanthochilus","eez","Philippines",0.5,NA
"40752",16,"Lethrinus xanthochilus","eez","Australia",0.5,NA
"40753",17,"Lethrinus xanthochilus","eez","Papua New Guinea",0.5,NA
"40754",18,"Lethrinus xanthochilus","eez","Fiji",0.5,NA
"40755",19,"Lethrinus xanthochilus","eez","Tuvalu",0.5,NA
"40756",24,"Lethrinus xanthochilus","eez","Cambodia",0.5,NA
"40757",25,"Lethrinus xanthochilus","eez","Thailand",0.5,NA
"40758",26,"Lethrinus xanthochilus","eez","Andaman and Nicobar",0.5,NA
"40759",28,"Lethrinus xanthochilus","eez","Comoro Islands",0.5,NA
"40760",29,"Lethrinus xanthochilus","eez","Mayotte",0.5,NA
"40761",30,"Lethrinus xanthochilus","eez","Glorioso Islands",0.5,NA
"40762",31,"Lethrinus xanthochilus","eez","Seychelles",0.5,NA
"40763",32,"Lethrinus xanthochilus","eez","R_union",0.5,NA
"40764",33,"Lethrinus xanthochilus","eez","Juan de Nova Island",0.5,NA
"40765",34,"Lethrinus xanthochilus","eez","Bassas da India",0.5,NA
"40766",35,"Lethrinus xanthochilus","eez","Ile Europa",0.5,NA
"40767",36,"Lethrinus xanthochilus","eez","Ile Tromelin",0.5,NA
"40768",37,"Lethrinus xanthochilus","eez","Mauritius",0.5,NA
"40769",38,"Lethrinus xanthochilus","eez","British Indian Ocean Territory",0.5,NA
"40770",39,"Lethrinus xanthochilus","eez","Maldives",0.5,NA
"40771",40,"Lethrinus xanthochilus","eez","Sri Lanka",0.5,NA
"40772",41,"Lethrinus xanthochilus","eez","Mozambique",0.5,NA
"40773",42,"Lethrinus xanthochilus","eez","Madagascar",0.5,NA
"40774",43,"Lethrinus xanthochilus","eez","Kenya",0.5,NA
"40775",44,"Lethrinus xanthochilus","eez","Somalia",0.5,NA
"40776",45,"Lethrinus xanthochilus","eez","Eritrea",0.5,NA
"40777",46,"Lethrinus xanthochilus","eez","Djibouti",0.5,NA
"40778",47,"Lethrinus xanthochilus","eez","Yemen",0.5,NA
"40779",48,"Lethrinus xanthochilus","eez","Oman",0.5,NA
"40780",49,"Lethrinus xanthochilus","eez","Sudan",0.5,NA
"40781",50,"Lethrinus xanthochilus","eez","Saudi Arabia",0.5,NA
"40782",53,"Lethrinus xanthochilus","eez","Pakistan",0.5,NA
"40783",54,"Lethrinus xanthochilus","eez","United Arab Emirates",0.5,NA
"40784",102,"Lethrinus xanthochilus","eez","South Africa",0.5,NA
"40785",107,"Lethrinus xanthochilus","eez","Clipperton Island",0.5,NA
"40786",129,"Lethrinus xanthochilus","eez","Panama",0.5,NA
"40787",130,"Lethrinus xanthochilus","eez","Costa Rica",0.5,NA
"40788",131,"Lethrinus xanthochilus","eez","Nicaragua",0.5,NA
"40789",132,"Lethrinus xanthochilus","eez","Colombia",0.5,NA
"40790",133,"Lethrinus xanthochilus","eez","Honduras",0.5,NA
"40791",134,"Lethrinus xanthochilus","eez","El Salvador",0.5,NA
"40792",135,"Lethrinus xanthochilus","eez","Mexico",0.5,NA
"40793",136,"Lethrinus xanthochilus","eez","Guatemala",0.5,NA
"40794",137,"Lethrinus xanthochilus","eez","Ecuador",0.5,NA
"40795",146,"Lethrinus xanthochilus","eez","Pitcairn",0.5,NA
"40796",147,"Lethrinus xanthochilus","eez","French Polynesia",0.5,NA
"40797",148,"Lethrinus xanthochilus","eez","Line Group",0.5,NA
"40798",149,"Lethrinus xanthochilus","eez","Jarvis Island",0.5,NA
"40799",150,"Lethrinus xanthochilus","eez","Palmyra Atoll",0.5,NA
"40800",151,"Lethrinus xanthochilus","eez","American Samoa",0.5,NA
"40801",152,"Lethrinus xanthochilus","eez","Samoa",0.5,NA
"40802",153,"Lethrinus xanthochilus","eez","Cook Islands",0.5,NA
"40803",154,"Lethrinus xanthochilus","eez","Niue",0.5,NA
"40804",155,"Lethrinus xanthochilus","eez","Tonga",0.5,NA
"40805",156,"Lethrinus xanthochilus","eez","Tokelau",0.5,NA
"40806",157,"Lethrinus xanthochilus","eez","Phoenix Group",0.5,NA
"40807",158,"Lethrinus xanthochilus","eez","Howland Island and Baker Island",0.5,NA
"40808",159,"Lethrinus xanthochilus","eez","Johnston Atoll",0.5,NA
"40809",161,"Lethrinus xanthochilus","eez","Wallis and Futuna",0.5,NA
"40810",163,"Lethrinus xanthochilus","eez","United States",0.5,NA
"40811",191,"Lethrinus xanthochilus","eez","Iran",0.5,NA
"40812",202,"Lethrinus xanthochilus","eez","Tanzania",0.5,NA
"40813",203,"Lethrinus xanthochilus","eez","India",0.5,NA
"40814",205,"Lethrinus xanthochilus","eez","Myanmar",0.5,NA
"40815",206,"Lethrinus xanthochilus","eez","Malaysia",0.5,NA
"40816",207,"Lethrinus xanthochilus","eez","Vietnam",0.5,NA
"40817",209,"Lethrinus xanthochilus","eez","China",0.5,NA
"40818",210,"Lethrinus xanthochilus","eez","Japan",0.5,NA
"40819",212,"Lethrinus xanthochilus","eez","Kiribati",0.5,NA
"40820",216,"Lethrinus xanthochilus","eez","Indonesia",0.5,NA
"40821",231,"Lethrinus xanthochilus","eez","East Timor",0.5,NA
"40822",237,"Lethrinus xanthochilus","eez","Oecussi Ambeno",0.5,NA
"40823",247,"Lethrinus xanthochilus","eez","Brunei",0.5,NA
"40824",269,"Lethrinus xanthochilus","fao","Indian Ocean, Western",0.5,51
"40825",274,"Lethrinus xanthochilus","fao","Pacific, Western Central",0.5,71
"40826",1,"Lethrinus xanthochilus","eez","Cocos Islands",0,NA
"40827",2,"Lethrinus xanthochilus","eez","Christmas Island",0,NA
"40828",5,"Lethrinus xanthochilus","eez","New Caledonia",0,NA
"40829",6,"Lethrinus xanthochilus","eez","Vanuatu",0,NA
"40830",7,"Lethrinus xanthochilus","eez","Solomon Islands",0,NA
"40831",8,"Lethrinus xanthochilus","eez","Palau",0,NA
"40832",9,"Lethrinus xanthochilus","eez","Micronesia",0,NA
"40833",10,"Lethrinus xanthochilus","eez","Nauru",0,NA
"40834",11,"Lethrinus xanthochilus","eez","Marshall Islands",0,NA
"40835",12,"Lethrinus xanthochilus","eez","Wake Island",0,NA
"40836",13,"Lethrinus xanthochilus","eez","Northern Mariana Islands and Guam",0,NA
"40837",14,"Lethrinus xanthochilus","eez","Taiwan",0,NA
"40838",15,"Lethrinus xanthochilus","eez","Philippines",0,NA
"40839",16,"Lethrinus xanthochilus","eez","Australia",0,NA
"40840",17,"Lethrinus xanthochilus","eez","Papua New Guinea",0,NA
"40841",18,"Lethrinus xanthochilus","eez","Fiji",0,NA
"40842",19,"Lethrinus xanthochilus","eez","Tuvalu",0,NA
"40843",24,"Lethrinus xanthochilus","eez","Cambodia",0,NA
"40844",25,"Lethrinus xanthochilus","eez","Thailand",0,NA
"40845",26,"Lethrinus xanthochilus","eez","Andaman and Nicobar",0,NA
"40846",28,"Lethrinus xanthochilus","eez","Comoro Islands",0,NA
"40847",29,"Lethrinus xanthochilus","eez","Mayotte",0,NA
"40848",30,"Lethrinus xanthochilus","eez","Glorioso Islands",0,NA
"40849",31,"Lethrinus xanthochilus","eez","Seychelles",0,NA
"40850",32,"Lethrinus xanthochilus","eez","R_union",0,NA
"40851",33,"Lethrinus xanthochilus","eez","Juan de Nova Island",0,NA
"40852",34,"Lethrinus xanthochilus","eez","Bassas da India",0,NA
"40853",35,"Lethrinus xanthochilus","eez","Ile Europa",0,NA
"40854",36,"Lethrinus xanthochilus","eez","Ile Tromelin",0,NA
"40855",37,"Lethrinus xanthochilus","eez","Mauritius",0,NA
"40856",38,"Lethrinus xanthochilus","eez","British Indian Ocean Territory",0,NA
"40857",39,"Lethrinus xanthochilus","eez","Maldives",0,NA
"40858",40,"Lethrinus xanthochilus","eez","Sri Lanka",0,NA
"40859",41,"Lethrinus xanthochilus","eez","Mozambique",0,NA
"40860",42,"Lethrinus xanthochilus","eez","Madagascar",0,NA
"40861",43,"Lethrinus xanthochilus","eez","Kenya",0,NA
"40862",44,"Lethrinus xanthochilus","eez","Somalia",0,NA
"40863",45,"Lethrinus xanthochilus","eez","Eritrea",0,NA
"40864",46,"Lethrinus xanthochilus","eez","Djibouti",0,NA
"40865",47,"Lethrinus xanthochilus","eez","Yemen",0,NA
"40866",48,"Lethrinus xanthochilus","eez","Oman",0,NA
"40867",49,"Lethrinus xanthochilus","eez","Sudan",0,NA
"40868",50,"Lethrinus xanthochilus","eez","Saudi Arabia",0,NA
"40869",53,"Lethrinus xanthochilus","eez","Pakistan",0,NA
"40870",54,"Lethrinus xanthochilus","eez","United Arab Emirates",0,NA
"40871",102,"Lethrinus xanthochilus","eez","South Africa",0,NA
"40872",107,"Lethrinus xanthochilus","eez","Clipperton Island",0,NA
"40873",129,"Lethrinus xanthochilus","eez","Panama",0,NA
"40874",130,"Lethrinus xanthochilus","eez","Costa Rica",0,NA
"40875",131,"Lethrinus xanthochilus","eez","Nicaragua",0,NA
"40876",132,"Lethrinus xanthochilus","eez","Colombia",0,NA
"40877",133,"Lethrinus xanthochilus","eez","Honduras",0,NA
"40878",134,"Lethrinus xanthochilus","eez","El Salvador",0,NA
"40879",135,"Lethrinus xanthochilus","eez","Mexico",0,NA
"40880",136,"Lethrinus xanthochilus","eez","Guatemala",0,NA
"40881",137,"Lethrinus xanthochilus","eez","Ecuador",0,NA
"40882",146,"Lethrinus xanthochilus","eez","Pitcairn",0,NA
"40883",147,"Lethrinus xanthochilus","eez","French Polynesia",0,NA
"40884",148,"Lethrinus xanthochilus","eez","Line Group",0,NA
"40885",149,"Lethrinus xanthochilus","eez","Jarvis Island",0,NA
"40886",150,"Lethrinus xanthochilus","eez","Palmyra Atoll",0,NA
"40887",151,"Lethrinus xanthochilus","eez","American Samoa",0,NA
"40888",152,"Lethrinus xanthochilus","eez","Samoa",0,NA
"40889",153,"Lethrinus xanthochilus","eez","Cook Islands",0,NA
"40890",154,"Lethrinus xanthochilus","eez","Niue",0,NA
"40891",155,"Lethrinus xanthochilus","eez","Tonga",0,NA
"40892",156,"Lethrinus xanthochilus","eez","Tokelau",0,NA
"40893",157,"Lethrinus xanthochilus","eez","Phoenix Group",0,NA
"40894",158,"Lethrinus xanthochilus","eez","Howland Island and Baker Island",0,NA
"40895",159,"Lethrinus xanthochilus","eez","Johnston Atoll",0,NA
"40896",161,"Lethrinus xanthochilus","eez","Wallis and Futuna",0,NA
"40897",163,"Lethrinus xanthochilus","eez","United States",0,NA
"40898",191,"Lethrinus xanthochilus","eez","Iran",0,NA
"40899",202,"Lethrinus xanthochilus","eez","Tanzania",0,NA
"40900",203,"Lethrinus xanthochilus","eez","India",0,NA
"40901",205,"Lethrinus xanthochilus","eez","Myanmar",0,NA
"40902",206,"Lethrinus xanthochilus","eez","Malaysia",0,NA
"40903",207,"Lethrinus xanthochilus","eez","Vietnam",0,NA
"40904",209,"Lethrinus xanthochilus","eez","China",0,NA
"40905",210,"Lethrinus xanthochilus","eez","Japan",0,NA
"40906",212,"Lethrinus xanthochilus","eez","Kiribati",0,NA
"40907",216,"Lethrinus xanthochilus","eez","Indonesia",0,NA
"40908",231,"Lethrinus xanthochilus","eez","East Timor",0,NA
"40909",237,"Lethrinus xanthochilus","eez","Oecussi Ambeno",0,NA
"40910",247,"Lethrinus xanthochilus","eez","Brunei",0,NA
"40911",269,"Lethrinus xanthochilus","fao","Indian Ocean, Western",0,51
"40912",274,"Lethrinus xanthochilus","fao","Pacific, Western Central",0,71
"40913",1,"Lethrinus obsoletus","eez","Cocos Islands",0.5,NA
"40914",2,"Lethrinus obsoletus","eez","Christmas Island",0.5,NA
"40915",5,"Lethrinus obsoletus","eez","New Caledonia",0.5,NA
"40916",6,"Lethrinus obsoletus","eez","Vanuatu",0.5,NA
"40917",7,"Lethrinus obsoletus","eez","Solomon Islands",0.5,NA
"40918",8,"Lethrinus obsoletus","eez","Palau",0.5,NA
"40919",9,"Lethrinus obsoletus","eez","Micronesia",0.5,NA
"40920",10,"Lethrinus obsoletus","eez","Nauru",0.5,NA
"40921",11,"Lethrinus obsoletus","eez","Marshall Islands",0.5,NA
"40922",12,"Lethrinus obsoletus","eez","Wake Island",0.5,NA
"40923",13,"Lethrinus obsoletus","eez","Northern Mariana Islands and Guam",0.5,NA
"40924",14,"Lethrinus obsoletus","eez","Taiwan",0.5,NA
"40925",15,"Lethrinus obsoletus","eez","Philippines",0.5,NA
"40926",16,"Lethrinus obsoletus","eez","Australia",0.5,NA
"40927",17,"Lethrinus obsoletus","eez","Papua New Guinea",0.5,NA
"40928",18,"Lethrinus obsoletus","eez","Fiji",0.5,NA
"40929",19,"Lethrinus obsoletus","eez","Tuvalu",0.5,NA
"40930",24,"Lethrinus obsoletus","eez","Cambodia",0.5,NA
"40931",25,"Lethrinus obsoletus","eez","Thailand",0.5,NA
"40932",26,"Lethrinus obsoletus","eez","Andaman and Nicobar",0.5,NA
"40933",28,"Lethrinus obsoletus","eez","Comoro Islands",0.5,NA
"40934",29,"Lethrinus obsoletus","eez","Mayotte",0.5,NA
"40935",30,"Lethrinus obsoletus","eez","Glorioso Islands",0.5,NA
"40936",31,"Lethrinus obsoletus","eez","Seychelles",0.5,NA
"40937",32,"Lethrinus obsoletus","eez","R_union",0.5,NA
"40938",33,"Lethrinus obsoletus","eez","Juan de Nova Island",0.5,NA
"40939",34,"Lethrinus obsoletus","eez","Bassas da India",0.5,NA
"40940",35,"Lethrinus obsoletus","eez","Ile Europa",0.5,NA
"40941",36,"Lethrinus obsoletus","eez","Ile Tromelin",0.5,NA
"40942",37,"Lethrinus obsoletus","eez","Mauritius",0.5,NA
"40943",38,"Lethrinus obsoletus","eez","British Indian Ocean Territory",0.5,NA
"40944",39,"Lethrinus obsoletus","eez","Maldives",0.5,NA
"40945",40,"Lethrinus obsoletus","eez","Sri Lanka",0.5,NA
"40946",41,"Lethrinus obsoletus","eez","Mozambique",0.5,NA
"40947",42,"Lethrinus obsoletus","eez","Madagascar",0.5,NA
"40948",43,"Lethrinus obsoletus","eez","Kenya",0.5,NA
"40949",44,"Lethrinus obsoletus","eez","Somalia",0.5,NA
"40950",45,"Lethrinus obsoletus","eez","Eritrea",0.5,NA
"40951",46,"Lethrinus obsoletus","eez","Djibouti",0.5,NA
"40952",47,"Lethrinus obsoletus","eez","Yemen",0.5,NA
"40953",48,"Lethrinus obsoletus","eez","Oman",0.5,NA
"40954",49,"Lethrinus obsoletus","eez","Sudan",0.5,NA
"40955",50,"Lethrinus obsoletus","eez","Saudi Arabia",0.5,NA
"40956",53,"Lethrinus obsoletus","eez","Pakistan",0.5,NA
"40957",54,"Lethrinus obsoletus","eez","United Arab Emirates",0.5,NA
"40958",107,"Lethrinus obsoletus","eez","Clipperton Island",0.5,NA
"40959",129,"Lethrinus obsoletus","eez","Panama",0.5,NA
"40960",130,"Lethrinus obsoletus","eez","Costa Rica",0.5,NA
